code,name,id,Country,Province,District,longitude,latitude,district_populations,new_boreholes,mother_support_groups,community_gardens
lushiba,Lushiba Health Post,E5Kza6YhFto,Zambia,Luapula,Nchelenge,28.74052,-9.31669,203432,9,,
lushiba,Lushiba Health Post,E5Kza6YhFto,Zambia,Luapula,Nchelenge,28.74052,-9.31669,203432,,,717
lushiba,Lushiba Health Post,E5Kza6YhFto,Zambia,Luapula,Nchelenge,28.74052,-9.31669,203432,,850,
lutale,Lutale Health Centre,rP45PfTuqpR,Zambia,Central,Mumbwa,26.88746,-15.12644,242480,8,,
lutale,Lutale Health Centre,rP45PfTuqpR,Zambia,Central,Mumbwa,26.88746,-15.12644,242480,,,113
lutale,Lutale Health Centre,rP45PfTuqpR,Zambia,Central,Mumbwa,26.88746,-15.12644,242480,,5250,
luto,Luto Health Post,o95DtSVxUVv,Zambia,Copperbelt,Kitwe,28.21872,-12.9417,738320,0,,
luto,Luto Health Post,o95DtSVxUVv,Zambia,Copperbelt,Kitwe,28.21872,-12.9417,738320,,,279
luto,Luto Health Post,o95DtSVxUVv,Zambia,Copperbelt,Kitwe,28.21872,-12.9417,738320,,12688,
lwabwe,Lwabwe Rural Health Centre,njCYMSvJoS8,Zambia,Northern,Kasama,31.20195,-10.21894,306462,12,,
lwabwe,Lwabwe Rural Health Centre,njCYMSvJoS8,Zambia,Northern,Kasama,31.20195,-10.21894,306462,,,369
lwabwe,Lwabwe Rural Health Centre,njCYMSvJoS8,Zambia,Northern,Kasama,31.20195,-10.21894,306462,,1229,
mabo,Mabo Health Post,NdBs1Fb0D1d,Zambia,Luapula,Mansa,28.51425,-11.22513,253414,5,,
mabo,Mabo Health Post,NdBs1Fb0D1d,Zambia,Luapula,Mansa,28.51425,-11.22513,253414,,,210
mabo,Mabo Health Post,NdBs1Fb0D1d,Zambia,Luapula,Mansa,28.51425,-11.22513,253414,,4636,
mabokunda,Mabokunda Rural Health Centre,kynZH1oZyoz,Zambia,Luapula,Samfya,29.62161,-11.73698,209209,3,,
mabokunda,Mabokunda Rural Health Centre,kynZH1oZyoz,Zambia,Luapula,Samfya,29.62161,-11.73698,209209,,,395
mabokunda,Mabokunda Rural Health Centre,kynZH1oZyoz,Zambia,Luapula,Samfya,29.62161,-11.73698,209209,,554,
mabumba,Mabumba Rural Health Clinic,sw7XSeEdxza,Zambia,Luapula,Mansa,29.05381,-11.26615,253414,5,,
mabumba,Mabumba Rural Health Clinic,sw7XSeEdxza,Zambia,Luapula,Mansa,29.05381,-11.26615,253414,,,210
mabumba,Mabumba Rural Health Clinic,sw7XSeEdxza,Zambia,Luapula,Mansa,29.05381,-11.26615,253414,,4636,
madando,Madando Health Post,pUaylzDWxHz,Zambia,Copperbelt,Ndola,28.57702,-13.1261,574437,3,,
madando,Madando Health Post,pUaylzDWxHz,Zambia,Copperbelt,Ndola,28.57702,-13.1261,574437,,,56
madando,Madando Health Post,pUaylzDWxHz,Zambia,Copperbelt,Ndola,28.57702,-13.1261,574437,,1009,
ghandhi_kabwe,Mahatma Ghandhi Memorial Urban Health Centre,bLVgt64aHYu,Zambia,Central,Kabwe,28.47927,-14.40046,234055,,,1
ghandhi_kabwe,Mahatma Ghandhi Memorial Urban Health Centre,bLVgt64aHYu,Zambia,Central,Kabwe,28.47927,-14.40046,234055,23,,
ghandhi_kabwe,Mahatma Ghandhi Memorial Urban Health Centre,bLVgt64aHYu,Zambia,Central,Kabwe,28.47927,-14.40046,234055,,793,
maimwene,Maimwene Health Post,zugGuXoTuKD,Zambia,Central,Mumbwa,27.20303,-14.94152,242480,8,,
maimwene,Maimwene Health Post,zugGuXoTuKD,Zambia,Central,Mumbwa,27.20303,-14.94152,242480,,,113
maimwene,Maimwene Health Post,zugGuXoTuKD,Zambia,Central,Mumbwa,27.20303,-14.94152,242480,,5250,
makoka,Makoka Rural Health Centre,lgkN0BktHc9,Zambia,Central,Chibombo,27.77788,-14.68621,250702,1,,
makoka,Makoka Rural Health Centre,lgkN0BktHc9,Zambia,Central,Chibombo,27.77788,-14.68621,250702,,,583
makoka,Makoka Rural Health Centre,lgkN0BktHc9,Zambia,Central,Chibombo,27.77788,-14.68621,250702,,6560,
makululu,Makululu Urban Health Centre,snffwNYg3V2,Zambia,Central,Kabwe,28.4136,-14.44549,234055,,,1
makululu,Makululu Urban Health Centre,snffwNYg3V2,Zambia,Central,Kabwe,28.4136,-14.44549,234055,23,,
makululu,Makululu Urban Health Centre,snffwNYg3V2,Zambia,Central,Kabwe,28.4136,-14.44549,234055,,793,
makupu_a,Makupu A Health Post,sBBHiY70XNn,Zambia,Central,Kabwe,28.31035,-14.415948,234055,,,1
makupu_a,Makupu A Health Post,sBBHiY70XNn,Zambia,Central,Kabwe,28.31035,-14.415948,234055,23,,
makupu_a,Makupu A Health Post,sBBHiY70XNn,Zambia,Central,Kabwe,28.31035,-14.415948,234055,,793,
makupu_b,Makupu B Health Post,HTvzO9Tbfk2,Zambia,Central,Kabwe,28.323515,-14.38963,234055,,,1
makupu_b,Makupu B Health Post,HTvzO9Tbfk2,Zambia,Central,Kabwe,28.323515,-14.38963,234055,23,,
makupu_b,Makupu B Health Post,HTvzO9Tbfk2,Zambia,Central,Kabwe,28.323515,-14.38963,234055,,793,
malamba,Malamba Health Post,VJP4mPLP5Nn,Zambia,Luapula,Mansa,28.79277,-11.47655,253414,5,,
malamba,Malamba Health Post,VJP4mPLP5Nn,Zambia,Luapula,Mansa,28.79277,-11.47655,253414,,,210
malamba,Malamba Health Post,VJP4mPLP5Nn,Zambia,Luapula,Mansa,28.79277,-11.47655,253414,,4636,
malambanyama,Malambanyama Rural Health Centre,Z7vRoUrGUHz,Zambia,Central,Chibombo,27.7026,-14.86243,250702,1,,
malambanyama,Malambanyama Rural Health Centre,Z7vRoUrGUHz,Zambia,Central,Chibombo,27.7026,-14.86243,250702,,,583
malambanyama,Malambanyama Rural Health Centre,Z7vRoUrGUHz,Zambia,Central,Chibombo,27.7026,-14.86243,250702,,6560,
malekani,Malekani Health Post,Om0OgSAWnML,Zambia,Northern,Luwingu,30.43273,-10.59635,179554,3,,
malekani,Malekani Health Post,Om0OgSAWnML,Zambia,Northern,Luwingu,30.43273,-10.59635,179554,,,283
malekani,Malekani Health Post,Om0OgSAWnML,Zambia,Northern,Luwingu,30.43273,-10.59635,179554,,1341,
malundu,Malundu Health Post,SosanNfNVjv,Zambia,Central,Chibombo,27.98758,-15.13633,250702,1,,
malundu,Malundu Health Post,SosanNfNVjv,Zambia,Central,Chibombo,27.98758,-15.13633,250702,,,583
malundu,Malundu Health Post,SosanNfNVjv,Zambia,Central,Chibombo,27.98758,-15.13633,250702,,6560,
mano,Mano Health Post,XkBBri0kbVu,Zambia,Luapula,Samfya,29.55622,-11.44441,209209,3,,
mano,Mano Health Post,XkBBri0kbVu,Zambia,Luapula,Samfya,29.55622,-11.44441,209209,,,395
mano,Mano Health Post,XkBBri0kbVu,Zambia,Luapula,Samfya,29.55622,-11.44441,209209,,554,
mano_rhc,Mano Rural Health Clinic,p8ohgpxssnd,Zambia,Luapula,Mansa,29.00152,-10.89646,253414,5,,
mano_rhc,Mano Rural Health Clinic,p8ohgpxssnd,Zambia,Luapula,Mansa,29.00152,-10.89646,253414,,,210
mano_rhc,Mano Rural Health Clinic,p8ohgpxssnd,Zambia,Luapula,Mansa,29.00152,-10.89646,253414,,4636,
mantampala,Mantampala Rural Health Centre,cLxkHivgzHM,Zambia,Luapula,Nchelenge,28.88644,-9.508642,203432,9,,
mantampala,Mantampala Rural Health Centre,cLxkHivgzHM,Zambia,Luapula,Nchelenge,28.88644,-9.508642,203432,,,717
mantampala,Mantampala Rural Health Centre,cLxkHivgzHM,Zambia,Luapula,Nchelenge,28.88644,-9.508642,203432,,850,
mantumbusa,Mantumbusa Rural Health Clinic,ITdDzP9N9Sv,Zambia,Luapula,Mansa,28.97103,-11.22441,253414,5,,
mantumbusa,Mantumbusa Rural Health Clinic,ITdDzP9N9Sv,Zambia,Luapula,Mansa,28.97103,-11.22441,253414,,,210
mantumbusa,Mantumbusa Rural Health Clinic,ITdDzP9N9Sv,Zambia,Luapula,Mansa,28.97103,-11.22441,253414,,4636,
mapalo_ndola,Mapalo Urban Health Centre,QIhSpGP8Dcv,Zambia,Copperbelt,Ndola,28.63337,-12.97187,574437,3,,
mapalo_ndola,Mapalo Urban Health Centre,QIhSpGP8Dcv,Zambia,Copperbelt,Ndola,28.63337,-12.97187,574437,,,56
mapalo_ndola,Mapalo Urban Health Centre,QIhSpGP8Dcv,Zambia,Copperbelt,Ndola,28.63337,-12.97187,574437,,1009,
masaba_mansa,Masaba Rural Health Clinic,cLRnJNzqSzP,Zambia,Luapula,Mansa,29.42513,-11.34535,253414,5,,
masaba_mansa,Masaba Rural Health Clinic,cLRnJNzqSzP,Zambia,Luapula,Mansa,29.42513,-11.34535,253414,,,210
masaba_mansa,Masaba Rural Health Clinic,cLRnJNzqSzP,Zambia,Luapula,Mansa,29.42513,-11.34535,253414,,4636,
masla_new,Masala New Urban Health Centre,dtDACZFl6SR,Zambia,Copperbelt,Ndola,28.64105,-12.96915,574437,3,,
masla_new,Masala New Urban Health Centre,dtDACZFl6SR,Zambia,Copperbelt,Ndola,28.64105,-12.96915,574437,,,56
masla_new,Masala New Urban Health Centre,dtDACZFl6SR,Zambia,Copperbelt,Ndola,28.64105,-12.96915,574437,,1009,
masamba,Masamba Health Centre,qKquPqDiNyT,Zambia,Northern,Mbala,31.37227,-8.84648,268774,13,,
masamba,Masamba Health Centre,qKquPqDiNyT,Zambia,Northern,Mbala,31.37227,-8.84648,268774,,,124
masamba,Masamba Health Centre,qKquPqDiNyT,Zambia,Northern,Mbala,31.37227,-8.84648,268774,,683,
mashimi,Mashimi  Health Post,RfDUZ0xNsGC,Zambia,Luapula,Mansa,29.30887,-11.34583,253414,5,,
mashimi,Mashimi  Health Post,RfDUZ0xNsGC,Zambia,Luapula,Mansa,29.30887,-11.34583,253414,,,210
mashimi,Mashimi  Health Post,RfDUZ0xNsGC,Zambia,Luapula,Mansa,29.30887,-11.34583,253414,,4636,
masuba,Masuba Heath Post,qXtgjeevs7K,Zambia,Northern,Kasama,31.06904,-9.85189,306462,12,,
masuba,Masuba Heath Post,qXtgjeevs7K,Zambia,Northern,Kasama,31.06904,-9.85189,306462,,,369
masuba,Masuba Heath Post,qXtgjeevs7K,Zambia,Northern,Kasama,31.06904,-9.85189,306462,,1229,
matanda,Matanda Rural Health Clinic,PKqZ0rDJn2i,Zambia,Luapula,Mansa,28.46578,-11.35389,253414,5,,
matanda,Matanda Rural Health Clinic,PKqZ0rDJn2i,Zambia,Luapula,Mansa,28.46578,-11.35389,253414,,,210
matanda,Matanda Rural Health Clinic,PKqZ0rDJn2i,Zambia,Luapula,Mansa,28.46578,-11.35389,253414,,4636,
matelo,Matelo Health Post,wBgzgKYG0FT,Zambia,Luapula,Mansa,28.71677,-11.18519,253414,5,,
matelo,Matelo Health Post,wBgzgKYG0FT,Zambia,Luapula,Mansa,28.71677,-11.18519,253414,,,210
matelo,Matelo Health Post,wBgzgKYG0FT,Zambia,Luapula,Mansa,28.71677,-11.18519,253414,,4636,
matilyo,Matilyo Health Post,yktWDGGRnsS,Zambia,Central,Kapiri-Mposhi,28.70192,-13.9188,301722,15,,
matilyo,Matilyo Health Post,yktWDGGRnsS,Zambia,Central,Kapiri-Mposhi,28.70192,-13.9188,301722,,,136
matilyo,Matilyo Health Post,yktWDGGRnsS,Zambia,Central,Kapiri-Mposhi,28.70192,-13.9188,301722,,5350,
mayanga,Mayanga Health Post,r08HTF9tOpU,Zambia,Northern,Mbala,31.38541,-8.86459,268774,13,,
mayanga,Mayanga Health Post,r08HTF9tOpU,Zambia,Northern,Mbala,31.38541,-8.86459,268774,,,124
mayanga,Mayanga Health Post,r08HTF9tOpU,Zambia,Northern,Mbala,31.38541,-8.86459,268774,,683,
mayota,Mayota Health Post,XjoSXzdcGBL,Zambia,Central,Chibombo,27.59658,-14.98674,250702,1,,
mayota,Mayota Health Post,XjoSXzdcGBL,Zambia,Central,Chibombo,27.59658,-14.98674,250702,,,583
mayota,Mayota Health Post,XjoSXzdcGBL,Zambia,Central,Chibombo,27.59658,-14.98674,250702,,6560,
mbaso,Mbaso Health Post,BjSAgTnJf7s,Zambia,Luapula,Mansa,28.93201,-11.01605,253414,5,,
mbaso,Mbaso Health Post,BjSAgTnJf7s,Zambia,Luapula,Mansa,28.93201,-11.01605,253414,,,210
mbaso,Mbaso Health Post,BjSAgTnJf7s,Zambia,Luapula,Mansa,28.93201,-11.01605,253414,,4636,
mboshya,Mboshya Rural Health Centre,ILBd6SdePTs,Zambia,Central,Chibombo,27.86962,-15.23168,250702,1,,
mboshya,Mboshya Rural Health Centre,ILBd6SdePTs,Zambia,Central,Chibombo,27.86962,-15.23168,250702,,,583
mboshya,Mboshya Rural Health Centre,ILBd6SdePTs,Zambia,Central,Chibombo,27.86962,-15.23168,250702,,6560,
mbusa,Mbusa Rural Health Centre,boQpw2C1lAn,Zambia,Northern,Kasama,30.80525,-10.89993,306462,12,,
mbusa,Mbusa Rural Health Centre,boQpw2C1lAn,Zambia,Northern,Kasama,30.80525,-10.89993,306462,,,369
mbusa,Mbusa Rural Health Centre,boQpw2C1lAn,Zambia,Northern,Kasama,30.80525,-10.89993,306462,,1229,
medium_prison,Medium Prison Health Post,ETfp2bPaBqJ,Zambia,Central,Kabwe,28.409158,-14.419137,234055,,,1
medium_prison,Medium Prison Health Post,ETfp2bPaBqJ,Zambia,Central,Kabwe,28.409158,-14.419137,234055,23,,
medium_prison,Medium Prison Health Post,ETfp2bPaBqJ,Zambia,Central,Kabwe,28.409158,-14.419137,234055,,793,
menga,Menga Health Post,vw78ru1ZhhB,Zambia,Northern,Luwingu,30.16923,-10.23023,179554,3,,
menga,Menga Health Post,vw78ru1ZhhB,Zambia,Northern,Luwingu,30.16923,-10.23023,179554,,,283
menga,Menga Health Post,vw78ru1ZhhB,Zambia,Northern,Luwingu,30.16923,-10.23023,179554,,1341,
mfungwe,Mfungwe Health Post,X1x67KMQHM1,Zambia,Northern,Luwingu,30.02461,-10.65896,179554,3,,
mfungwe,Mfungwe Health Post,X1x67KMQHM1,Zambia,Northern,Luwingu,30.02461,-10.65896,179554,,,283
mfungwe,Mfungwe Health Post,X1x67KMQHM1,Zambia,Northern,Luwingu,30.02461,-10.65896,179554,,1341,
mibenge,Mibenge Rural Health Clinic,pDUOp7nIcML,Zambia,Luapula,Mansa,29.40512,-11.30245,253414,5,,
mibenge,Mibenge Rural Health Clinic,pDUOp7nIcML,Zambia,Luapula,Mansa,29.40512,-11.30245,253414,,,210
mibenge,Mibenge Rural Health Clinic,pDUOp7nIcML,Zambia,Luapula,Mansa,29.40512,-11.30245,253414,,4636,
mikula,Mikula Rural Health Clinic,LlcfrZofwSP,Zambia,Luapula,Mansa,28.92444,-11.34217,253414,5,,
mikula,Mikula Rural Health Clinic,LlcfrZofwSP,Zambia,Luapula,Mansa,28.92444,-11.34217,253414,,,210
mikula,Mikula Rural Health Clinic,LlcfrZofwSP,Zambia,Luapula,Mansa,28.92444,-11.34217,253414,,4636,
milima,Milima Rural Health Centre,KKG4EbEN4bY,Zambia,Northern,Kasama,31.19354,-10.1991,306462,12,,
milima,Milima Rural Health Centre,KKG4EbEN4bY,Zambia,Northern,Kasama,31.19354,-10.1991,306462,,,369
milima,Milima Rural Health Centre,KKG4EbEN4bY,Zambia,Northern,Kasama,31.19354,-10.1991,306462,,1229,
misaka_kitwe,Misaka Health Post,nzExX5JuLDn,Zambia,Copperbelt,Kitwe,28.37157,-12.86586,738320,0,,
misaka_kitwe,Misaka Health Post,nzExX5JuLDn,Zambia,Copperbelt,Kitwe,28.37157,-12.86586,738320,,,279
misaka_kitwe,Misaka Health Post,nzExX5JuLDn,Zambia,Copperbelt,Kitwe,28.37157,-12.86586,738320,,12688,
misambo,Misambo Health Post,AZdEMi9ELHQ,Zambia,Northern,Kasama,31.176358,-10.082202,306462,12,,
misambo,Misambo Health Post,AZdEMi9ELHQ,Zambia,Northern,Kasama,31.176358,-10.082202,306462,,,369
misambo,Misambo Health Post,AZdEMi9ELHQ,Zambia,Northern,Kasama,31.176358,-10.082202,306462,,1229,
misambula,Misambula Health Post,cGodPjtTEif,Zambia,Northern,Luwingu,30.24426,-10.4614,179554,3,,
misambula,Misambula Health Post,cGodPjtTEif,Zambia,Northern,Luwingu,30.24426,-10.4614,179554,,,283
misambula,Misambula Health Post,cGodPjtTEif,Zambia,Northern,Luwingu,30.24426,-10.4614,179554,,1341,
misamfu,Misamfu Rural Health Centre,a8wLLO7Pqb3,Zambia,Northern,Kasama,31.19354,-10.1991,306462,12,,
misamfu,Misamfu Rural Health Centre,a8wLLO7Pqb3,Zambia,Northern,Kasama,31.19354,-10.1991,306462,,,369
misamfu,Misamfu Rural Health Centre,a8wLLO7Pqb3,Zambia,Northern,Kasama,31.19354,-10.1991,306462,,1229,
misenga,Misenga Health Post,M6nnE6m4yd9,Zambia,Luapula,Mansa,28.89908,-11.39852,253414,5,,
misenga,Misenga Health Post,M6nnE6m4yd9,Zambia,Luapula,Mansa,28.89908,-11.39852,253414,,,210
misenga,Misenga Health Post,M6nnE6m4yd9,Zambia,Luapula,Mansa,28.89908,-11.39852,253414,,4636,
misengo,Misengo Rural Health Centre,F598pMWHbyf,Zambia,Northern,Kasama,30.73924,-9.94899,306462,12,,
misengo,Misengo Rural Health Centre,F598pMWHbyf,Zambia,Northern,Kasama,30.73924,-9.94899,306462,,,369
misengo,Misengo Rural Health Centre,F598pMWHbyf,Zambia,Northern,Kasama,30.73924,-9.94899,306462,,1229,
moloshi,Moloshi Rural Health Clinic,PlFGUrH7wqu,Zambia,Luapula,Mansa,29.37193,-11.31204,253414,5,,
moloshi,Moloshi Rural Health Clinic,PlFGUrH7wqu,Zambia,Luapula,Mansa,29.37193,-11.31204,253414,,,210
moloshi,Moloshi Rural Health Clinic,PlFGUrH7wqu,Zambia,Luapula,Mansa,29.37193,-11.31204,253414,,4636,
monga,Monga Health Post,bftN2xcsWo4,Zambia,Luapula,Mansa,29.09935,-11.21688,253414,5,,
monga,Monga Health Post,bftN2xcsWo4,Zambia,Luapula,Mansa,29.09935,-11.21688,253414,,,210
monga,Monga Health Post,bftN2xcsWo4,Zambia,Luapula,Mansa,29.09935,-11.21688,253414,,4636,
monica,Monica Health Post,mEKbLA2qe0Q,Zambia,Northern,Kasama,30.88924,-10.08672,306462,12,,
monica,Monica Health Post,mEKbLA2qe0Q,Zambia,Northern,Kasama,30.88924,-10.08672,306462,,,369
monica,Monica Health Post,mEKbLA2qe0Q,Zambia,Northern,Kasama,30.88924,-10.08672,306462,,1229,
mpata,Mpata Rural Health Centre,IMdMAxqSekK,Zambia,Luapula,Samfya,29.73126,-11.46555,209209,3,,
mpata,Mpata Rural Health Centre,IMdMAxqSekK,Zambia,Luapula,Samfya,29.73126,-11.46555,209209,,,395
mpata,Mpata Rural Health Centre,IMdMAxqSekK,Zambia,Luapula,Samfya,29.73126,-11.46555,209209,,554,
mpima_dairy,Mpima Dairy Rural Health Centre,WKrfpqkQ10v,Zambia,Central,Kabwe,28.61556,-14.33606,234055,,,1
mpima_dairy,Mpima Dairy Rural Health Centre,WKrfpqkQ10v,Zambia,Central,Kabwe,28.61556,-14.33606,234055,23,,
mpima_dairy,Mpima Dairy Rural Health Centre,WKrfpqkQ10v,Zambia,Central,Kabwe,28.61556,-14.33606,234055,,793,
mpima_prison,Mpima Prison Clinic,MSgKZlokI2G,Zambia,Central,Kabwe,28.48926,-14.43775,234055,,,1
mpima_prison,Mpima Prison Clinic,MSgKZlokI2G,Zambia,Central,Kabwe,28.48926,-14.43775,234055,23,,
mpima_prison,Mpima Prison Clinic,MSgKZlokI2G,Zambia,Central,Kabwe,28.48926,-14.43775,234055,,793,
mpunde,Mpunde Rural Health Centre,iXyyqGwfGj8,Zambia,Central,Kapiri-Mposhi,28.21618,-14.21046,301722,15,,
mpunde,Mpunde Rural Health Centre,iXyyqGwfGj8,Zambia,Central,Kapiri-Mposhi,28.21618,-14.21046,301722,,,136
mpunde,Mpunde Rural Health Centre,iXyyqGwfGj8,Zambia,Central,Kapiri-Mposhi,28.21618,-14.21046,301722,,5350,
mpusu,Mpusu Health Post,X1GjVwgLvTm,Zambia,Central,Mumbwa,27.06078,-14.46105,242480,8,,
mpusu,Mpusu Health Post,X1GjVwgLvTm,Zambia,Central,Mumbwa,27.06078,-14.46105,242480,,,113
mpusu,Mpusu Health Post,X1GjVwgLvTm,Zambia,Central,Mumbwa,27.06078,-14.46105,242480,,5250,
muchabi,Muchabi Health Centre,Rrt7zMTZJnH,Zambia,Central,Mumbwa,27.27902,-15.44548,242480,8,,
muchabi,Muchabi Health Centre,Rrt7zMTZJnH,Zambia,Central,Mumbwa,27.27902,-15.44548,242480,,,113
muchabi,Muchabi Health Centre,Rrt7zMTZJnH,Zambia,Central,Mumbwa,27.27902,-15.44548,242480,,5250,
muchenja,Muchenja Health post,laYahhOQBMn,Zambia,Northern,Kaputa,29.89412392,-8.347484336,94574,0,,
muchenja,Muchenja Health post,laYahhOQBMn,Zambia,Northern,Kaputa,29.89412392,-8.347484336,94574,,,165
muchenja,Muchenja Health post,laYahhOQBMn,Zambia,Northern,Kaputa,29.89412392,-8.347484336,94574,,393,
mufuma,Mufuma Health Post,oLSClQPoZug,Zambia,Luapula,Mansa,29.21521,-11.27009,253414,5,,
mufuma,Mufuma Health Post,oLSClQPoZug,Zambia,Luapula,Mansa,29.21521,-11.27009,253414,,,210
mufuma,Mufuma Health Post,oLSClQPoZug,Zambia,Luapula,Mansa,29.21521,-11.27009,253414,,4636,
mukashichimbwe,Mukashichimbwe Health Post,bhMMlVDy4hR,Zambia,Central,Chibombo,27.33389,-14.86402,250702,1,,
mukashichimbwe,Mukashichimbwe Health Post,bhMMlVDy4hR,Zambia,Central,Chibombo,27.33389,-14.86402,250702,,,583
mukashichimbwe,Mukashichimbwe Health Post,bhMMlVDy4hR,Zambia,Central,Chibombo,27.33389,-14.86402,250702,,6560,
mukobeko,Mukobeko Township Urban Health Centre,JIzjeNAHuQy,Zambia,Central,Kabwe,28.40922,-14.41918,234055,,,1
mukobeko,Mukobeko Township Urban Health Centre,JIzjeNAHuQy,Zambia,Central,Kabwe,28.40922,-14.41918,234055,23,,
mukobeko,Mukobeko Township Urban Health Centre,JIzjeNAHuQy,Zambia,Central,Kabwe,28.40922,-14.41918,234055,,793,
mukonchi,Mukonchi Rural Health Centre,OyHulP9mPfp,Zambia,Central,Kapiri-Mposhi,28.81769,-14.26328,301722,15,,
mukonchi,Mukonchi Rural Health Centre,OyHulP9mPfp,Zambia,Central,Kapiri-Mposhi,28.81769,-14.26328,301722,,,136
mukonchi,Mukonchi Rural Health Centre,OyHulP9mPfp,Zambia,Central,Kapiri-Mposhi,28.81769,-14.26328,301722,,5350,
mukuba,Mukuba University Health Clinic,TmU4vCZljgQ,Zambia,Copperbelt,Kitwe,28.15926,-12.74587,738320,0,,
mukuba,Mukuba University Health Clinic,TmU4vCZljgQ,Zambia,Copperbelt,Kitwe,28.15926,-12.74587,738320,,,279
mukuba,Mukuba University Health Clinic,TmU4vCZljgQ,Zambia,Copperbelt,Kitwe,28.15926,-12.74587,738320,,12688,
mukupa_katandula,Mukupa Katandula Rural Health Centre,hEoOTUboz65,Zambia,Northern,Kaputa,29.46162,-8.99636,94574,0,,
mukupa_katandula,Mukupa Katandula Rural Health Centre,hEoOTUboz65,Zambia,Northern,Kaputa,29.46162,-8.99636,94574,,,165
mukupa_katandula,Mukupa Katandula Rural Health Centre,hEoOTUboz65,Zambia,Northern,Kaputa,29.46162,-8.99636,94574,,393,
mulanshi,Mulanshi Rural Health Centre,ZplraDtWCu3,Zambia,Northern,Kasama,31.350768,-10.22151,306462,12,,
mulanshi,Mulanshi Rural Health Centre,ZplraDtWCu3,Zambia,Northern,Kasama,31.350768,-10.22151,306462,,,369
mulanshi,Mulanshi Rural Health Centre,ZplraDtWCu3,Zambia,Northern,Kasama,31.350768,-10.22151,306462,,1229,
mulefu,Mulefu Health Post,AQk58NLILbP,Zambia,Northern,Mbala,31.49447,-8.91099,268774,13,,
mulefu,Mulefu Health Post,AQk58NLILbP,Zambia,Northern,Mbala,31.49447,-8.91099,268774,,,124
mulefu,Mulefu Health Post,AQk58NLILbP,Zambia,Northern,Mbala,31.49447,-8.91099,268774,,683,
mulenga,Mulenga Clinic,rSHfHF8A6vh,Zambia,Northern,Kasama,31.20195,-10.21894,306462,12,,
mulenga,Mulenga Clinic,rSHfHF8A6vh,Zambia,Northern,Kasama,31.20195,-10.21894,306462,,,369
mulenga,Mulenga Clinic,rSHfHF8A6vh,Zambia,Northern,Kasama,31.20195,-10.21894,306462,,1229,
mulenga_uhc,Mulenga Urban Health Centre,tlBp4BBZlYl,Zambia,Copperbelt,Kitwe,28.24361,-12.86622,738320,0,,
mulenga_uhc,Mulenga Urban Health Centre,tlBp4BBZlYl,Zambia,Copperbelt,Kitwe,28.24361,-12.86622,738320,,,279
mulenga_uhc,Mulenga Urban Health Centre,tlBp4BBZlYl,Zambia,Copperbelt,Kitwe,28.24361,-12.86622,738320,,12688,
mulisha,Mulisha Rural Health Post,qSCa5YtcqnD,Zambia,Luapula,Samfya,29.49951,-11.40721,209209,3,,
mulisha,Mulisha Rural Health Post,qSCa5YtcqnD,Zambia,Luapula,Samfya,29.49951,-11.40721,209209,,,395
mulisha,Mulisha Rural Health Post,qSCa5YtcqnD,Zambia,Luapula,Samfya,29.49951,-11.40721,209209,,554,
mulobola,Mulobola Rural Health Centre,SkpKByv7Jpt,Zambia,Northern,Kasama,31.1867,-10.21134,306462,12,,
mulobola,Mulobola Rural Health Centre,SkpKByv7Jpt,Zambia,Northern,Kasama,31.1867,-10.21134,306462,,,369
mulobola,Mulobola Rural Health Centre,SkpKByv7Jpt,Zambia,Northern,Kasama,31.1867,-10.21134,306462,,1229,
mulonda,Mulonda Health Post,rhskDJ56mBi,Zambia,Central,Chibombo,27.79249,-14.90315,250702,1,,
mulonda,Mulonda Health Post,rhskDJ56mBi,Zambia,Central,Chibombo,27.79249,-14.90315,250702,,,583
mulonda,Mulonda Health Post,rhskDJ56mBi,Zambia,Central,Chibombo,27.79249,-14.90315,250702,,6560,
mulonga,Mulonga Heatlh Post,tigOje8pyuD,Zambia,Luapula,Mansa,28.65976,-11.33908,253414,5,,
mulonga,Mulonga Heatlh Post,tigOje8pyuD,Zambia,Luapula,Mansa,28.65976,-11.33908,253414,,,210
mulonga,Mulonga Heatlh Post,tigOje8pyuD,Zambia,Luapula,Mansa,28.65976,-11.33908,253414,,4636,
mulungushi,Mulungushi Health Centre,OH4ljDbxJ7i,Zambia,Central,Mumbwa,27.19581,-15.00732,242480,8,,
mulungushi,Mulungushi Health Centre,OH4ljDbxJ7i,Zambia,Central,Mumbwa,27.19581,-15.00732,242480,,,113
mulungushi,Mulungushi Health Centre,OH4ljDbxJ7i,Zambia,Central,Mumbwa,27.19581,-15.00732,242480,,5250,
mulungushi_rural,Mulungushi Rural Health Centre,tzsk9IBnYIa,Zambia,Central,Kapiri-Mposhi,28.84454,-14.73063,301722,15,,
mulungushi_rural,Mulungushi Rural Health Centre,tzsk9IBnYIa,Zambia,Central,Kapiri-Mposhi,28.84454,-14.73063,301722,,,136
mulungushi_rural,Mulungushi Rural Health Centre,tzsk9IBnYIa,Zambia,Central,Kapiri-Mposhi,28.84454,-14.73063,301722,,5350,
mulungushi_uni,Mulungushi University Clinic,SunFt1gkw6u,Zambia,Central,Kapiri-Mposhi,28.60043,-14.08847,301722,15,,
